t,attention_level,boredom,fatigue,last_event_type,dopamine_hit,volatility,attention_liquidity,attention_demand,attention_imbalance,regime
26,19.389917410857716,10.490167733312283,10.519999999999989,high_impact_post,5.8466791522688055,18.22007190417256,78.98983226668773,3.9874394453282878,-0.9038908037572687,disengaged
27,24.505959377050548,8.917018960856586,10.539999999999988,high_impact_post,5.410495908185659,21.411845823874042,80.54298103914343,5.935786671287536,-0.8627226814525581,baseline
28,23.635569331009464,8.547742127514514,10.559999999999988,baseline,1.3975894444735775,21.361708202464023,80.8922578724855,0.7488132892657152,-0.9816559660815295,baseline
29,21.276242881551056,8.476870017064899,10.579999999999988,baseline,0.40290703483205204,20.314329283968085,80.94312998293512,1.0343716031733825,-0.9747645004260861,baseline
30,18.70623223678293,8.447913868645612,10.599999999999987,baseline,0.26318716139762155,19.452585960098453,80.9520861313544,1.459537488234158,-0.964579329368115,disengaged
31,22.211473491687403,7.227515311435999,10.619999999999987,notification,4.23466185736538,23.89817743571785,82.15248468856402,6.998116626498954,-0.843004611897855,baseline
32,30.87886870393591,5.018074773515979,10.639999999999986,notification,7.5314684597334,28.80058208652103,84.34192522648404,8.644725640567273,-0.8140652328057892,baseline
33,30.16931636339196,4.6897894525733035,10.659999999999986,baseline,1.2609510698089168,27.59174020073992,84.65021054742671,1.0324236747849564,-0.9759012153592889,baseline
34,39.773900691936056,2.344777045945573,10.679999999999986,notification,7.983374688759103,31.624127400752343,86.97522295405443,5.183150727908738,-0.8875164454226222,baseline
35,37.82746596012177,2.309866659125912,10.699999999999985,baseline,0.28303462273220203,30.9869179687407,86.9901333408741,1.3063153821813862,-0.9704106925913027,baseline
36,38.01739197735022,1.855962211451198,10.719999999999985,baseline,1.6796814922490462,29.776609436047124,87.42403778854882,1.453709813210015,-0.9672874290261324,baseline
37,37.197437778514086,1.6081892659004178,10.739999999999984,baseline,0.9925764851692673,29.0804368598,87.6518107340996,0.7151889747963174,-0.9838132113311001,baseline
38,41.57805603174013,0.3447702110345183,10.759999999999984,high_impact_post,4.378063516219665,31.30544168206721,88.89522978896551,3.190378456605458,-0.9307084240982053,baseline
39,45.86805256016623,0.0,10.779999999999983,notification,4.238871600999699,33.675702209992444,90.0968912692654,6.155219876720528,-0.8721021325467889,baseline
40,50.26875094237693,0.0,10.799999999999983,high_impact_post,4.291306132163857,35.68779679683427,90.43739183964918,2.9398978685899833,-0.9370318440859485,baseline
41,50.8882088201286,0.0,10.819999999999983,baseline,1.8225214887265753,34.33335265853043,89.676756446618,0.801602430809113,-0.9822807919870638,baseline
42,51.69212516798748,0.0,10.839999999999982,baseline,1.9456969593848832,33.35421852351425,89.69370908781548,0.8523736510223967,-0.9811726001779472,baseline
43,59.70140107282806,0.0,10.859999999999982,notification,6.6576966698304485,34.95881237781272,91.08730900094915,5.269634996716607,-0.8906226208908357,baseline
44,58.8638224979703,0.0,10.879999999999981,baseline,0.8780532190472101,34.10577909922468,89.33341596571418,0.729372560363687,-0.9838030207081031,baseline
45,67.88864740109453,0.0,10.89999999999998,notification,7.326682943218456,36.85329191121211,91.24800488296556,6.555555599604185,-0.8659444386838555,baseline
46,72.15658638553201,0.0,10.91999999999998,notification,4.22022155845587,38.12665309408783,90.29606646753678,5.1615482984775625,-0.8918567510590005,baseline
47,71.67904723220917,0.0,10.93999999999998,baseline,1.121216239658273,37.17235607904988,89.34636487189749,0.6846863572452077,-0.984789995276128,baseline
48,81.65878546639621,0.0,10.95999999999998,notification,7.958652440645123,41.429484563202934,91.37759573219356,6.2652851472480044,-0.871669391750461,baseline
49,87.62360410778291,0.0,10.979999999999979,high_impact_post,5.3371363669194,42.6592006069758,90.57114091007584,4.498977992301875,-0.9053545310715004,baseline
50,90.2152339399107,0.0,10.999999999999979,high_impact_post,3.135052177861296,44.71882209743719,89.89051565335842,4.825456045033697,-0.8981068143311757,baseline
51,89.34954294421946,0.0,11.019999999999978,baseline,0.8779797413782704,42.62000607438731,89.1933939224135,0.5140046070629076,-0.9885404188397235,baseline
52,89.93719530050191,0.0,11.039999999999978,baseline,1.8304917361323074,41.579761932909136,89.45914752083972,1.0743512174409364,-0.9762662167614503,baseline
53,93.14984599437327,0.0,11.059999999999977,high_impact_post,3.5487913031838922,43.02838480907005,89.9546373909552,3.409350314844174,-0.926966480360984,baseline
54,91.78822420190261,0.0,11.079999999999977,baseline,0.561685102960352,41.98521373077195,89.03850553088813,1.1770243544823753,-0.9739063915940434,baseline
55,89.88190822884033,0.0,11.099999999999977,baseline,0.20829021368477774,40.1675706731132,88.91248706410545,0.5393602426146071,-0.9879407690538754,baseline
56,89.50285561638294,0.0,11.119999999999976,baseline,1.2091159395703368,38.57051888683382,89.19273478187112,0.5245062735932312,-0.9883075701521188,baseline
57,89.37182129083145,0.0,11.139999999999976,baseline,1.373833774149351,37.53863181088159,89.22215013224483,0.6041730084631723,-0.9865479741942287,baseline
58,87.2091509096805,0.035425564931558975,11.159999999999975,baseline,0.04858145022813676,37.03398105987445,88.80457443506847,1.2691111987337422,-0.9718206002162861,baseline
59,86.16183310326348,0.0,11.179999999999975,baseline,0.7824998366510609,36.17472697370638,88.96932438606378,1.4949972049075884,-0.9669483575709079,baseline
60,85.5524082518401,0.0,11.199999999999974,baseline,1.069003365082756,34.6764534440655,89.07070100952485,1.4807240564281272,-0.9672954002579275,baseline
61,84.75000812692967,0.0,11.219999999999974,baseline,0.9454901144376273,33.77617237011481,89.01364703433131,1.2173149394801215,-0.9730177998139169,baseline
62,84.26876372062378,0.0,11.239999999999974,baseline,1.1580101919569268,32.77485878293543,89.0574030575871,1.175442883361824,-0.9739464521792637,baseline
63,84.40037521005704,0.0,11.259999999999973,baseline,1.5611839800217313,31.75575809320522,89.15835519400655,0.8300847850511789,-0.981551301806224,baseline
64,89.86280945726335,0.0,11.279999999999973,notification,5.047996240004126,36.116189601714964,90.18439887200127,6.9311301578725395,-0.8572601060384389,baseline
65,88.10178443911246,0.0,11.299999999999972,baseline,0.329395412973267,35.45948314887064,88.748818623892,0.734891852019623,-0.983574846234892,baseline
66,87.72084432619167,0.0,11.319999999999972,baseline,1.2340260699864,35.041447727665634,89.00020782099594,0.9652897789728672,-0.9785408894582003,baseline
67,92.97464468207887,0.0,11.339999999999971,notification,4.919477356789024,39.19373218290733,90.08584320703673,8.956798035413495,-0.8191324883291872,baseline
68,98.0504390546388,0.0,11.359999999999971,notification,4.805747955921516,42.69997387798193,90.03172438677649,9.406404870309917,-0.8108088931160263,baseline
69,97.3857482901583,0.0,11.37999999999997,baseline,1.0564112650454278,41.703301927894096,88.88692337951366,1.237629840978935,-0.9725351239644753,baseline
70,95.77647305994027,0.0,11.39999999999997,baseline,0.4416501763280791,39.862625747277754,88.68249505289845,0.6414040782048617,-0.9856386905532762,baseline
71,93.69831382701379,0.008658673122839813,11.41999999999997,baseline,0.1378044229238673,39.06292111590499,88.57134132687719,0.6848096773023815,-0.9846551824250115,baseline
72,91.40962442479601,0.05764367996705649,11.43999999999997,baseline,0.00338331051927776,37.81488391205916,88.50235632003297,1.2350817191948376,-0.9724734348075563,baseline
73,89.61318685565197,0.008363915486143264,11.459999999999969,baseline,0.33093254826971075,36.57023210739706,88.53163608451389,0.7159925950607613,-0.9839549217014745,baseline
74,89.05815779450147,0.0,11.479999999999968,baseline,1.1417041375151051,36.16408675501612,88.80414732576841,1.106769401188422,-0.9753807559420293,baseline
75,91.68502418202554,0.0,11.499999999999968,high_impact_post,3.223442083349063,37.27837039153869,89.41703262500475,2.816462757730922,-0.9389275502127808,baseline
76,97.13457751829236,0.0,11.519999999999968,notification,5.0709498929848476,40.426503696007146,89.95128496789549,9.002338188032983,-0.8180493467359485,baseline
77,100.0,0.0,11.539999999999967,notification,4.096843374020452,43.31776912418564,89.63905301220618,8.184264824577854,-0.8326725160102807,baseline
78,97.8522312918073,0.01681739376327656,11.559999999999967,baseline,0.11060868745574481,41.86567309503366,88.42318260623676,1.3376606363958166,-0.9701950073534853,baseline
79,96.28968867490086,0.0,11.579999999999966,baseline,0.496822955862668,40.66858963087826,88.50222949299555,1.0242184408166857,-0.9771191985283746,baseline
80,94.83063487358874,0.0,11.599999999999966,baseline,0.5659779076391314,39.17755932484778,88.51979337229177,0.8547582372349876,-0.9808724469808948,baseline
81,99.57196503472494,0.0,11.619999999999965,notification,4.62113082427202,42.55841432417598,89.71633924728164,5.038835475692981,-0.8936451652287176,baseline
82,99.9342854007252,0.0,11.639999999999965,baseline,1.761647298039379,41.61700177716587,88.83849418941185,0.9372420877703137,-0.9791203697872979,baseline
83,99.12694374823646,0.0,11.659999999999965,baseline,0.9997766977197657,40.65137791547984,88.58993300931596,1.0066453464085248,-0.9775293796954646,baseline
84,100.0,0.0,11.679999999999964,high_impact_post,5.943121810403813,41.68733660338002,90.05293654312118,4.614856534585902,-0.9025041910336319,baseline
85,100.0,0.0,11.699999999999964,baseline,1.9700801963699153,40.5826489272824,88.84102405891102,1.1510751333038964,-0.9744183068594655,baseline
86,98.27628786310154,0.0,11.719999999999963,baseline,0.4086848778441383,39.52828215473091,88.35260546335329,0.889149984414955,-0.9800732296232034,baseline
87,100.0,0.0,11.739999999999963,notification,5.613081024223365,40.58325682399197,89.89392430726704,6.656265208870085,-0.8621180291363888,baseline
88,100.0,0.0,11.759999999999962,baseline,1.7498803157474399,39.794556712260004,88.71496409472427,0.9230807883041909,-0.9794042632342383,baseline
89,97.69170821906026,0.03966505508622702,11.779999999999962,baseline,0.03444981637924327,38.142389489499635,88.18033494491381,0.6382955468571059,-0.9856269896682037,baseline
90,100.0,0.0,11.799999999999962,high_impact_post,4.449802868089632,40.005762283204746,89.44527580534071,5.289409632528586,-0.888332143436575,baseline
91,97.97612438280477,0.0,11.819999999999961,baseline,0.22557149202925708,39.42044592539657,88.19767144760881,0.8361520873926621,-0.9812172036604954,baseline
92,95.93331945293647,0.0,11.83999999999996,baseline,0.21581377132790114,37.85904972324361,88.17474413139841,0.9908794694050218,-0.9777744061132526,baseline
93,96.54855930090662,0.0,11.85999999999996,baseline,1.955712318934731,37.115487719094276,88.67671369568046,0.6991075495609812,-0.9843557790055395,baseline
94,100.0,0.0,11.87999999999996,high_impact_post,5.319298488324763,39.27262592076811,89.66578954649748,4.428798601394229,-0.9058649665497587,baseline
95,99.46196889136453,0.0,11.89999999999996,baseline,1.2071692100421771,38.27785923502883,88.41215076301269,0.7993338613524524,-0.9820800233351539,baseline
96,100.0,0.0,11.919999999999959,notification,7.560727045613477,42.70020355307828,90.29821811368409,6.558427408961976,-0.8645745498706426,baseline
97,100.0,0.0,11.939999999999959,notification,4.392285135321732,44.81604117748286,89.32768554059656,6.3872753203036705,-0.8665354869739514,baseline
98,97.66367419083558,0.03810309983616374,11.959999999999958,baseline,0.03965633387945422,42.72268513060788,88.00189690016387,0.5327463731187337,-0.9879652449386553,baseline
99,95.57783081992218,0.02556056276357195,11.979999999999958,baseline,0.20847512357530595,41.432972679556414,87.99443943723647,1.3131236823803083,-0.9705932255564619,baseline
100,99.13071899807848,0.0,11.999999999999957,high_impact_post,3.895715185903683,42.88611832503571,89.09315399300758,4.609781496173266,-0.9016086001552102,baseline
101,99.40518220999577,0.0,12.019999999999957,baseline,1.7538975241289485,41.95464727735988,88.45616925723873,1.119037683454382,-0.975014566604456,baseline
102,97.47111054689996,0.0,12.039999999999957,baseline,0.31302505680012094,41.217616319242104,88.00390751704009,1.476702263056104,-0.9669939159626834,baseline
103,96.29624337411575,0.0,12.059999999999956,baseline,0.8118515210560651,40.4093643753829,88.13355545631686,0.982892088954857,-0.9779413987871197,baseline
104,94.99191510566203,0.0,12.079999999999956,baseline,0.7298508049322028,39.181267137853574,88.08895524147971,1.4669468915269679,-0.9672395262269081,baseline
105,93.69378906286006,0.0,12.099999999999955,baseline,0.7365189262732186,38.57716894852546,88.07095567788201,0.9743012407048163,-0.9781167178484169,baseline
106,98.82776489104046,0.0,12.119999999999955,high_impact_post,4.943121456327047,38.99744599154018,89.31293643689816,4.572527889343157,-0.9025934861768559,baseline
107,99.42266343775759,0.0,12.139999999999954,baseline,1.979018657985055,38.190331559568186,88.40370559739556,0.7487940146277619,-0.9832019513107004,baseline
108,97.38835568170236,0.0,12.159999999999954,baseline,0.26319754506193327,36.31295018519041,87.86895926351863,0.6549168683471907,-0.9852036106649551,baseline
109,95.88005164615672,0.0,12.179999999999954,baseline,0.6096052055257106,35.304002260771945,87.95288156165776,1.1596895618784417,-0.9739724811604691,baseline
110,94.86517179827734,0.0,12.199999999999953,baseline,0.9347190536736008,34.75217557252798,88.03041571610214,1.144702858750041,-0.9743268553595655,baseline
111,94.3904896422265,0.0,12.219999999999953,baseline,1.290403819574611,33.50133316387796,88.11712114587243,1.4052297064746468,-0.9686060588647332,baseline
112,93.49333850490633,0.0,12.239999999999952,baseline,1.0168946814900843,32.615017870503166,88.01506840444708,0.6732347505975643,-0.984817958475976,baseline
113,91.49385997768329,0.0,12.259999999999952,baseline,0.29903364233787255,31.945958085845877,87.77971009270141,0.9815457672802218,-0.9778834637304235,baseline
114,89.43345639369748,0.0,12.279999999999951,baseline,0.2618277228850907,30.38536970834299,87.74854831686557,1.2644524732627747,-0.9715894877818115,baseline
115,97.5606414087846,0.0,12.299999999999951,notification,6.922996741887006,34.98798116780532,89.72689902256614,6.926236774733706,-0.8566784881297725,baseline
116,97.64629243052926,0.0,12.31999999999995,baseline,1.6697065501599038,33.93749245810127,88.13091196504801,0.8227957394370939,-0.9815005858514515,baseline
117,96.39594459715606,0.0,12.33999999999995,baseline,0.7991190631547667,32.3325984931339,87.84973571894648,0.5612272647209546,-0.987304125059137,baseline
118,95.58671133151715,0.0,12.35999999999995,baseline,1.090043617229473,31.448769755634796,87.91701308516889,1.2759018012425678,-0.971390063821382,baseline
119,94.00039134482368,0.0,12.37999999999995,baseline,0.5847581786317155,30.366965919684162,87.74542745358956,0.9888612198517739,-0.9777118578480758,baseline
120,93.39188717707653,0.0,12.399999999999949,baseline,1.2264678642175368,29.615371630055606,87.91794035926532,1.4885447554672648,-0.9667016379503779,baseline
121,91.68327982241819,0.0,12.419999999999948,baseline,0.5100605525108783,29.348267895229487,87.68301816575332,1.011929030488338,-0.9771818110844716,baseline
122,89.37294783553018,0.014182742527060005,12.439999999999948,baseline,0.11939085824313334,28.64340583017828,87.545817257473,0.7794034417890516,-0.9823515087623083,baseline
123,87.4560372019797,0.0,12.459999999999948,baseline,0.38007035340014195,27.90393062381906,87.58983836349303,0.6697720426791665,-0.984822683000823,baseline
124,87.22166927321999,0.0,12.479999999999947,baseline,1.481458870091694,26.5851403005197,87.91443766102756,0.9360058226068577,-0.9789307563157124,baseline
125,93.91999331115751,0.0,12.499999999999947,notification,6.0152444692402,30.16799841983578,89.25457334077211,6.874584976258376,-0.8569719095305871,baseline
126,92.20539953022055,0.0,12.519999999999946,baseline,0.5192197510215768,29.941304594928656,87.58576592530653,1.2077551666928115,-0.9727963222577592,baseline
127,92.24660692376101,0.0,12.539999999999946,baseline,1.6694165970852641,29.105445065586178,87.91082497912564,1.0794527277449002,-0.975739985185785,baseline
128,92.67866274102936,0.0,12.559999999999945,baseline,1.9274874622668852,28.074263877247784,87.96824623868012,1.070887441051775,-0.9759456904667627,baseline
129,90.73347610165,0.0,12.579999999999945,baseline,0.3763486017128348,26.96108247808246,87.4829045805139,1.0590340329910974,-0.9760783635512231,baseline
130,90.63128731401815,0.0,12.599999999999945,baseline,1.5835367401098972,26.615023008386622,87.82506102203303,1.2505294266393303,-0.9719220625910997,baseline
131,88.744714394768,0.0,12.619999999999944,baseline,0.4198869808822425,25.796765130406513,87.45596609426472,1.3511201433372226,-0.9695717943110457,baseline
132,88.0680917314599,0.0,12.639999999999944,baseline,1.213318520713661,24.60070159779628,87.67399555621415,0.5185528770679007,-0.9882404378537674,baseline
133,86.69557031751792,0.0,12.659999999999943,baseline,0.7610971150705943,24.729600133423183,87.51832913452124,1.279787169186237,-0.971175353206613,baseline
134,85.55567351630798,0.0,12.679999999999943,baseline,0.9157537246993781,24.646045141451424,87.54472611740988,1.1565491470507827,-0.9739226038497742,baseline
135,85.18340333889229,0.0,12.699999999999942,baseline,1.420084851362284,24.563855763288228,87.67602545540873,1.479213954041152,-0.9668171166643882,baseline
136,84.28621613560071,0.0,12.719999999999942,baseline,1.079616206998963,24.687625700195078,87.55388486209975,0.6371684131999732,-0.9855502709280278,baseline
137,81.94094330023901,0.00926918340425767,12.739999999999942,baseline,0.13576938865247445,24.009866745889315,87.2507308165958,1.4184332544674514,-0.9680061660820294,baseline
138,81.13756033242353,0.0,12.759999999999941,baseline,1.146760751977078,23.6312587754691,87.52475904218892,1.3978888986091018,-0.968559440570421,baseline
139,80.59253281580054,0.0,12.77999999999994,baseline,1.3176290741026113,22.745596862503437,87.56528872223083,0.9172269669989412,-0.9792676110109608,baseline
140,79.55827154258337,0.0,12.79999999999994,baseline,1.0004828279626297,22.712801178349444,87.45014484838885,1.4059195545748122,-0.9683551243458423,baseline
141,83.67503735508916,0.0,12.81999999999994,notification,4.369781576801155,24.965945171786565,88.44093447304041,6.59429617905741,-0.8612241768908288,baseline
142,81.63899930185518,0.0,12.83999999999994,baseline,0.35095552076209646,24.00379876423284,87.2152866562287,1.4696267290236817,-0.9668573453381063,baseline
143,84.86944699265632,0.0,12.859999999999939,high_impact_post,3.795717444968066,25.687098604148854,88.22871523349048,3.2289787440441824,-0.9293885816793644,baseline
144,84.08992705790135,0.0,12.879999999999939,baseline,1.1774379511405408,25.312233303806764,87.42323138534222,1.4071059608011978,-0.9683192476165398,baseline
145,81.66202378341323,0.019196720487869204,12.899999999999938,baseline,0.10267759837376933,24.724638592161742,87.0808032795122,0.5831965201782574,-0.9866947316683964,baseline
146,79.30481621517303,0.023370817780306592,12.919999999999938,baseline,0.15275300902520872,24.88894133189223,87.05662918221975,0.8359345102030526,-0.9809782653939104,baseline
147,79.19194682072323,0.0,12.939999999999937,baseline,1.6225279002145192,24.26778847591401,87.47338755228411,0.8820204016741677,-0.980034716106256,baseline
148,78.73356574768835,0.0,12.959999999999937,baseline,1.3977901483432003,24.259328038682018,87.40933704450302,0.8474037494655481,-0.9807968492413793,baseline
149,76.54319175804524,0.0,12.979999999999936,baseline,0.2683830133051466,23.547337342307625,87.05051490399161,0.6928092396940424,-0.9842082746133592,baseline
150,76.07179163598799,0.0,12.999999999999936,baseline,1.3945097241455826,23.23410654893453,87.36835291724373,1.4377162051012882,-0.9676212173489946,baseline
151,75.57610738948968,0.0,13.019999999999936,baseline,1.3812521264716757,22.44898962526062,87.34437563794157,1.300856032301207,-0.9706502874934018,baseline
152,73.21735226212552,0.00014806418905369267,13.039999999999935,baseline,0.16617311936982104,22.37192210201493,86.95985193581102,0.8138245177604414,-0.9814562964514557,baseline
153,72.62725744324315,0.0,13.059999999999935,baseline,1.3247843055794337,21.337201634525865,87.28728722748484,0.6869792782682046,-0.9843822675526761,baseline
154,70.48312463518035,0.0,13.079999999999934,baseline,0.31167790322691546,20.53612133238885,86.96350337096814,1.0900752423270499,-0.9752406373597982,baseline
155,76.91129145580575,0.0,13.099999999999934,high_impact_post,5.917102497140786,21.65818967757265,88.6251307491423,2.8706497533855964,-0.9372506636345644,baseline
156,75.4329997755401,0.0,13.119999999999933,baseline,0.7520969410028369,21.403287529617927,87.05562908230091,0.8187166973032814,-0.9813661953317594,baseline
157,73.74348266587155,0.0,13.139999999999933,baseline,0.6166554838767617,21.34959220112185,86.9949966451631,1.0936558242818533,-0.9751692007171705,baseline
158,71.79957095595924,0.0,13.159999999999933,baseline,0.45299888241024333,21.686054873974314,86.92589966472315,0.5574271802803618,-0.9872563790065285,baseline
159,76.11112620001468,0.0,13.179999999999932,high_impact_post,4.5441537542845944,24.897013256189073,88.13324612628544,5.28142687371984,-0.8869251113533408,baseline
160,73.99185397483737,0.0,13.199999999999932,baseline,0.3436129247207014,24.850407523857417,86.85308387741628,1.00941844684304,-0.9770227703482026,baseline
161,73.50932465258484,0.0,13.219999999999931,baseline,1.415993907024482,24.639430912037216,87.15479817210742,1.0700283710726253,-0.9757431459375232,baseline
162,80.76555672961373,0.0,13.239999999999931,notification,6.476622272567895,27.49344906464428,88.65298668177044,5.572805220337958,-0.8817138045148495,baseline
163,84.82683027782096,0.0,13.25999999999993,high_impact_post,4.391028462880534,29.217474281142835,88.00730853886422,4.9183835076533775,-0.8941437314194812,baseline
164,82.64812393000405,0.0,13.27999999999993,baseline,0.315224609269978,28.036370785951487,86.76456738278107,0.5447582390510666,-0.9875211900865984,baseline
165,81.10271940037968,0.0,13.29999999999993,baseline,0.7317617453435445,27.661516378311287,86.86952852360314,0.9294723654117489,-0.9788272678276445,baseline
166,81.24311141124365,0.0,13.31999999999993,baseline,1.8362039286692473,26.572876810583903,87.18086117860085,1.3226177086529742,-0.9701115091681791,baseline
167,79.02061139859981,0.0,13.339999999999929,baseline,0.29444443618049077,26.369278116015202,86.69833333085421,1.0837353408133676,-0.9753085030413928,baseline
168,77.1783296951327,0.0,13.359999999999928,baseline,0.5455675140737732,25.070010178208044,86.7536702542222,0.6858301230051727,-0.9843130365556436,baseline
169,81.3480697286997,0.0,13.379999999999928,notification,4.477607865076459,27.47357267750605,87.91328235952301,7.658541695901205,-0.8397322271162294,baseline
170,79.14659738695774,0.0,13.399999999999928,baseline,0.31603114918825326,26.88185055189718,86.64480934475654,0.8605577756926911,-0.9803313144322185,baseline
171,83.39268188186428,0.0,13.419999999999927,high_impact_post,4.53273496399119,28.225565100358263,87.88982048919743,4.032804608320531,-0.9122565395833234,baseline
172,92.7292663384251,0.0,13.439999999999927,notification,7.862473501020143,31.827470311042887,88.86874205030611,9.525182233217135,-0.8063867804322915,baseline
173,92.37486493600464,0.0,13.459999999999926,baseline,1.5311101944964158,31.28758104027007,86.949333058349,1.3212292216619512,-0.9700641031951114,baseline
174,91.33860272754205,0.0,13.479999999999926,baseline,1.0880639160375145,30.282052883844475,86.79641917481132,1.2288455393006772,-0.9720797081771531,baseline
175,88.83198039921848,0.011102417318348115,13.499999999999925,baseline,0.12965860893883963,30.01162217414115,86.48889758268172,1.1764427524418595,-0.9731605957851849,baseline
176,92.49126324756133,0.0,13.519999999999925,high_impact_post,4.163002019656646,32.950276312785874,87.66779818857871,5.767219120870569,-0.8765512270036833,baseline
177,100.0,0.0,13.539999999999925,notification,6.956356142043857,34.33572145636856,88.49690684261324,9.526293376376252,-0.8056318635773171,baseline
178,100.0,0.0,13.559999999999924,high_impact_post,4.122275917755707,37.250477673362774,87.6266827753268,5.325887515660797,-0.8854063422025205,baseline
179,98.09524624242279,0.0,13.579999999999924,baseline,0.5334942760933146,35.70532399562826,86.53004828282806,1.0899456350750727,-0.9751210748520182,baseline
180,98.12073206293302,0.0,13.599999999999923,baseline,1.797703150660272,33.9640220366756,86.88931094519816,0.5045151497455435,-0.9884542153081284,baseline
181,97.24330971345108,0.0,13.619999999999923,baseline,1.2101814709268317,32.67020671708536,86.69305444127814,0.5249224660792103,-0.9879629754164838,baseline
182,96.96003495711297,0.0,13.639999999999922,baseline,1.6011276102365144,31.633934258585093,86.79033828307104,0.7744617715290705,-0.9823111165434931,baseline
183,97.26295682877155,0.0,13.659999999999922,baseline,1.9868770402997173,30.81991297067945,86.88606311208999,0.8045491663256565,-0.9816502782813004,baseline
184,97.1983657853336,0.0,13.679999999999922,baseline,1.7492868997137487,30.081883381773867,86.79478606991421,0.9258819241289009,-0.9788902217618366,baseline
185,100.0,0.0,13.699999999999921,high_impact_post,3.8740452443909366,31.197756194444885,87.41221357331736,5.729673229355548,-0.8769689250230839,baseline
186,100.0,0.0,13.71999999999992,notification,5.833867290696029,33.70115533764937,87.9801601872089,7.978674510049929,-0.8337063067674404,baseline
